symbol,interval,timestamp_utc,open,high,low,close,volume
OPUSDT,1,2025-08-20 16:26:00,0.7271,0.7273,0.726,0.7273,39244.3
OPUSDT,1,2025-08-20 16:27:00,0.7273,0.7274,0.7258,0.7264,92087.4
OPUSDT,1,2025-08-20 16:28:00,0.7264,0.7286,0.7263,0.7286,48735.9
OPUSDT,1,2025-08-20 16:29:00,0.7286,0.7293,0.7284,0.729,56565.1
OPUSDT,1,2025-08-20 16:30:00,0.729,0.7293,0.7268,0.7268,38481.9
OPUSDT,1,2025-08-20 16:31:00,0.7268,0.7271,0.7258,0.7258,63829.4
OPUSDT,1,2025-08-20 16:32:00,0.7258,0.7266,0.7248,0.7251,59538.6
OPUSDT,1,2025-08-20 16:33:00,0.7251,0.7255,0.7244,0.7248,52496.8
OPUSDT,1,2025-08-20 16:34:00,0.7248,0.7251,0.7246,0.7248,16772.5
OPUSDT,1,2025-08-20 16:35:00,0.7248,0.7248,0.7233,0.7238,42093.2
OPUSDT,1,2025-08-20 16:36:00,0.7238,0.724,0.721,0.7216,84499.7
OPUSDT,1,2025-08-20 16:37:00,0.7216,0.7229,0.7216,0.7225,28517.8
OPUSDT,1,2025-08-20 16:38:00,0.7225,0.7227,0.7218,0.7227,21161.6
OPUSDT,1,2025-08-20 16:39:00,0.7227,0.7241,0.7227,0.7239,42190.7
OPUSDT,1,2025-08-20 16:40:00,0.7239,0.7239,0.7224,0.7225,14765.3
OPUSDT,1,2025-08-20 16:41:00,0.7225,0.7228,0.7216,0.7216,98549.2
OPUSDT,1,2025-08-20 16:42:00,0.7216,0.7218,0.7213,0.7217,16706.0
OPUSDT,1,2025-08-20 16:43:00,0.7217,0.7226,0.7217,0.722,10720.0
OPUSDT,1,2025-08-20 16:44:00,0.722,0.7232,0.722,0.7231,4373.8
OPUSDT,1,2025-08-20 16:45:00,0.7231,0.7238,0.7227,0.7235,22022.8
OPUSDT,1,2025-08-20 16:46:00,0.7235,0.7248,0.7232,0.7248,80075.5
OPUSDT,1,2025-08-20 16:47:00,0.7248,0.725,0.7235,0.7245,59900.4
OPUSDT,1,2025-08-20 16:48:00,0.7245,0.7245,0.7227,0.7227,53269.8
OPUSDT,1,2025-08-20 16:49:00,0.7227,0.7231,0.722,0.7228,28970.2
OPUSDT,1,2025-08-20 16:50:00,0.7228,0.7237,0.7227,0.7232,43452.2
OPUSDT,1,2025-08-20 16:51:00,0.7232,0.7232,0.7223,0.7231,17327.7
OPUSDT,1,2025-08-20 16:52:00,0.7231,0.724,0.7226,0.7228,27089.8
OPUSDT,1,2025-08-20 16:53:00,0.7228,0.7242,0.7228,0.7236,18222.5
OPUSDT,1,2025-08-20 16:54:00,0.7236,0.7243,0.723,0.7239,34843.3
OPUSDT,1,2025-08-20 16:55:00,0.7239,0.724,0.7228,0.7228,16278.0
OPUSDT,1,2025-08-20 16:56:00,0.7228,0.723,0.7222,0.7224,114139.9
OPUSDT,1,2025-08-20 16:57:00,0.7224,0.7224,0.7213,0.7223,44432.0
OPUSDT,1,2025-08-20 16:58:00,0.7223,0.7227,0.7216,0.7224,33209.8
OPUSDT,1,2025-08-20 16:59:00,0.7224,0.7225,0.722,0.7225,38871.8
OPUSDT,1,2025-08-20 17:00:00,0.7225,0.7236,0.7224,0.7231,39639.2
OPUSDT,1,2025-08-20 17:01:00,0.7231,0.7247,0.7231,0.7235,48940.4
OPUSDT,1,2025-08-20 17:02:00,0.7235,0.7254,0.7235,0.7254,30248.8
OPUSDT,1,2025-08-20 17:03:00,0.7254,0.7261,0.7244,0.7248,45437.1
OPUSDT,1,2025-08-20 17:04:00,0.7248,0.726,0.7245,0.7249,81672.9
OPUSDT,1,2025-08-20 17:05:00,0.7249,0.7249,0.7241,0.7241,25400.1
OPUSDT,1,2025-08-20 17:06:00,0.7241,0.7249,0.7236,0.7248,78982.7
OPUSDT,1,2025-08-20 17:07:00,0.7248,0.7253,0.7243,0.7251,33247.9
OPUSDT,1,2025-08-20 17:08:00,0.7251,0.726,0.7245,0.726,24358.9
OPUSDT,1,2025-08-20 17:09:00,0.726,0.7262,0.725,0.7252,29079.3
OPUSDT,1,2025-08-20 17:10:00,0.7252,0.7253,0.7241,0.7253,45629.6
OPUSDT,1,2025-08-20 17:11:00,0.7253,0.7261,0.7251,0.7254,30591.9
OPUSDT,1,2025-08-20 17:12:00,0.7254,0.7258,0.7248,0.7248,37266.7
OPUSDT,1,2025-08-20 17:13:00,0.7248,0.7249,0.7236,0.7236,12925.4
OPUSDT,1,2025-08-20 17:14:00,0.7236,0.7238,0.7225,0.7226,15124.0
OPUSDT,1,2025-08-20 17:15:00,0.7226,0.7237,0.7226,0.7235,18713.2
